review,summary
"She is very good at creating the course, but at this point of time (sept 2023) i am unable to follow her videos as she just went and deleted obsolete videos and didnt warn or do anything then she post a seperate link for old video, but after deleting the videos she didt post the new video in their place, there are few new videos , but you cant understand them if havenot studied the old videos , so basically if you wish to follow this couse you need to first study old course the start new couse , so basically this new course is forcefully inserted , angela you should have posted a new course with updated video and just sell it at a lowest price","The review expresses disappointment due to the deletion of previous videos without warning, creating gaps in learning. It advises following old videos before starting new courses to maintain continuity, suggesting an outdated approach that fails to update content promptly."
"Very very well structured, and the best thing to me in this course is it's not about only learning web development from scratch and knowing the industry used jargons and best practices, but this course also teaches you to learn almost anything and many other useful stuffs. Lots of love for the instructor Dr. Angela Yu.","The course offers comprehensive web development skills along with general learning techniques, well-structured, and highly praises the instructor, Dr. Angela Yu."
"I started this course a month ago. I found this interesting till the end of frontend module. As of now the backend modules are completely outdated. The frontend section is amazing as it's up to date. but the backend lectures are from 2018 and the technologies are changed. So, I request to check the course backend section at the time of your purchase. Again, if you want to become a frontend developer you can go for it. Please update the course as soon as possible.",The review praises the frontend course content while noting outdated backend modules and suggesting an urgent need for updates. It also encourages focusing on frontend development if that's the target path and requests immediate backend content updates.
"As a software professional on the embedded side that has wanting to make a jump to the web side, this is EXACTLY what I was looking for. With that being said, it starts off at a perfect pace for a beginner as well, with plenty of challenges along the way to test and refine knowledge as it's gained instead of hurrying off to the next topic.","A great course for software professionals transitioning from embedded to web development, suitable for beginners with progressive challenges to reinforce learning."
"I recommend to take 100 days of code using Python then proceed to this bootcamp. Python will give you better understanding because of lesser code than Javascript. and also they have some same videos for basic HTML and some code, which is really good to think without looking at the solution. you can also see the difference when using else if statement.","Take Python for a solid foundation before this bootcamp; it offers insightful video comparisons with basic HTML and showcases the effectiveness of nested if statements, enhancing problem-solving skills."
"Really good course, you need to dig in on some documentation because the outdated data, but this helps to improve your skills on reading the documentation the proper way. 100% recommended.",A great course with valuable documentation insights; highly recommended for improving skills in reading and understanding documentation properly.
"Not only is a very complete course, the way is explanined is so fun, didactic and detailed. No extra music on the background, a pleasant voice pitch and the diction of the teacher is just perfect.","The course is comprehensive and engaging, with an enjoyable, informative presentation, clear audio, and perfect diction from the instructor."
Angela has so much enthusiasm and it comes across in everything she says. Content is very interesting and informative - need to move on to the next lesson as soon as the last one has finished.,"Angela is enthusiastic and engaging, making her lessons both interesting and informative, encouraging prompt continuation after each session."
It's a very comprehensive course in terms of the topics covered. But I think the quality of the javascript section in this course is not upto the mark. There are lots of think which are important but are not covered eg. Promise API.,"The course covers comprehensive topics, particularly strong in HTML and CSS, but lacks depth in JavaScript, notably missing important topics like Promise API."
"The course has complicated topics in it, a few classes might be confusing, but overall Dr Angela explains things in a clear, concise manner, and she's always pushing people to keep going by the end of each module. Thoroughly recommend it.","The course covers complex topics, may seem confusing occasionally, but Dr. Angela explains clearly and persistently encourages students through modules, making it a thorough recommendation."
It was a really excellent course I learned a lot from it. Before taking this course I did not know anything about web development but after taking this course I can say that I am now web-developer,Enrolled in an excellent web development course that transformed my lack of prior knowledge into proficiency as a web developer.
"This being my first web development course, I felt a tremendous sense of accomplishment upon completing it, and I attribute this success to Angela Yu's exceptional teaching. While this course may not make you a fully-fledged developer, it certainly motivates you to explore further and equips you with valuable insights on how to learn, apply your knowledge, and identify areas for growth. It serves as an excellent introduction to the vast world of web development. Admittedly, the course content is somewhat outdated, necessitating the use of additional resources. Nevertheless, considering its price, this course is an absolute gem. I extend my heartfelt gratitude to Angela for her mentorship and the impressive way she delivers her lessons.","The review praises Angela Yu's teaching for motivating students and equipping them with valuable insights, despite the course content being somewhat outdated. It recommends the course as an excellent introduction to web development, given its price and the gratitude extended towards Angela."
"It's definitely worth it to buy this course. Specially i was struggling one of the important topics in programming API that Angela deep dive into this field. She taught both frontend and backend topics detailed, subtitle is clear. Teaching process is fun, Angela's advertisement is valuable at the end of each section and keep motivate me. I highly recommend this course to new beginners.","The course is worth buying due to Angela's detailed explanations on API topics, engaging teaching style, and helpful ads, making it ideal for newcomers struggling with programming APIs."
Because it's very help full for me. When I start this course I just know about the HTML and CSS but letter on I got to much from this course. And it helps me to be the one in my life. I just start but now I can do much more in my Web career. And I give four star because of one or two module are not completely update.,"The review highlights that the course significantly enhanced the reviewer's HTML and CSS knowledge, leading to substantial improvements in their web career. They gave a four-star rating due to outdated modules."
"Awesome course! Everything is expressed an explained straight to the point. I come from learning how to code from books which gives a deeper understanding, I wish that I started out with her videos to save time. I moved from books to this course for the exercises, quizzes and projects to make sure that I utilize, practice, and retain the material.","The review praises the concise explanations and efficient learning experience of the course, suggesting it is a quicker alternative to traditional book-based coding methods for practical application through exercises, quizzes, and projects."
After completing this course I feel confident. After lots of ups and down finally I completed this course. Thanks to you for this wonderful course and I hope that you always brings new things. This was very wonderful and knowledgeable journey.,"Enthusiastic learner feels confident after completing the course, thanks the instructor for providing valuable content and hopes for continuous updates."
"Amazing! Angela is an awesome speaker/teacher and the projects in the course are really interesting and realistic. Thank you, Angela and her team, for making my dream to become a developer possible! <3","Angela and her team made it happen, offering engaging courses and projects that helped the reviewer achieve their goal of becoming a developer. Highly recommended by the reviewer who praises Angela's teaching skills and course content."
"Everything is awesome, but as a mobile user I'm unable to do coding exercises, if there is anything that mobile users install and do coding exercises, please do mention it,it will help a lot.","Great overall experience, but lacks mobile-specific coding app recommendations for practical learning."
great course for intermediate programmers but not for beginner i guess cause some topics of advancejava script has OOPS concept that means the person who didnt know programming language before would not understand.,"An excellent course for intermediate Java developers, but may be challenging for beginners due to advanced topics without a strong foundation in programming concepts like OOP."
"An impressive course! It is very well structured, concise and very useful due to the practical part that requires the student's involvement in creating applications. I recommend this course!","The course is well-structured and practical, making it highly valuable and recommended for learners who enjoy hands-on application creation."
"It's definitely challenging, but I'm able to understand and continue with the modules. I can't know for sure if I'll be able to successfully become a software engineer, but if I don't, it will be on me because the Instructor is teaching good, giving many examples and exercises. So far I'm happy with this course.","The course is challenging but manageable, with a supportive instructor who provides ample examples and exercises. Overall satisfaction is reported by the reviewer, though uncertainty remains about becoming a software engineer due to personal reasons."
"Course is great and all explanations are clear. But there are several missed concepts. The React section don't cover everything like Router, useEffect and others. Even if they covered in Web3 section I think it would be better if it will be on React section too. In my opinion after this course not everyone will start carrer on Web3. It would be better if there are more big projects like building NFT Marketplace but combining React, PostgreSQL and NodeJS together. Some courses should be updated too but it is not big problem.","Course is good with clear explanations, but lacks comprehensive coverage of certain React concepts and doesn't foster a career in Web3; better projects combining various technologies would enhance learning."
outdated mongodb section and overall outdate course.you can still use this as a guide by reading new documentation for the respective tech and looking at new comments can help you find solution,"The MongoDB and overall course sections are outdated, but useful as a starting point for new documentation exploration and community feedback."
"I really loved this course. Angela's teaching style is very engaging, and it feels as though she is speaking directly to you at times. She explains the concepts very well and provides challenges along the way to practice what you've just learned. I very much enjoyed this course, and I hope that she teaches courses on other development technologies soon.","Enrolled in a course taught by Angela, who is engaging and explains concepts well with challenges for practice. Highly enjoyed the course and hopes to see her teach more about different development technologies in the future."
"The only thing i didn't like was that when i was doing this course all my technology versions were way ahead of what were used in this course and this lead to many many issues and problem. Even to some point that I had to leave that section and move forward. The most problematic sections were the website deploy, the crypto and the NFT ones.","The review highlights frustration with outdated technology compared to the course requirements, causing numerous issues, particularly in web deployment, cryptography, and NFTs sections, prompting the reviewer to skip these parts."
"Angela, you are so sweet and kind, but I was expecting a beginner friendly course. I hate the fact that we don't code along with you and I hate the fact that you expect us to solve an exercise before you showing us how to do it. It's like you expect a child to eat by himself, but he never was taught how...",The course provided was not beginner-friendly and lacks guidance in solving exercises before teaching.
"It was really fun learning to be a web developer but I had a lot of problems, sometimes I didn't understand the programming logic and sometimes I felt frustrated because my program didn't work. So I really repeated a lot of explanations so it could be said that my progress was not that fast. However, I felt this was the challenge and I continued to progress and learn until I became a junior web developer in the future.","Learning web development was challenging due to programming logic issues and frustration with non-working programs, but it was an essential experience for becoming a junior web developer."
"I recently completed Angela's course, and I must say it was an outstanding experience. The course was incredibly engaging and entertaining throughout. Angela's teaching style is not only informative but also very enjoyable.","Angela's course on the topic of interest is highly engaging and entertaining, with a delightful teaching style that makes learning both informative and enjoyable."
"I enrolled in Angela Yu's Web Development Bootcamp 2023 with high hopes after completing the initial 32 sections, which were relatively up to date and well-structured. However, my experience took a nosedive once I reached Section 33, which focused on MongoDB.",Enrolled in Angela Yu's Web Development Bootcamp hoping for quality learning but found the course lacking after reaching MongoDB content in Section 33.
"Angela Yu's full-stack web development course has its pros and cons. The HTML and CSS sections stand out for their clear explanations and thorough content coverage. However, the JavaScript portion, particularly the function section, falls short. Understanding how to return values can be challenging, and the examples provided may not always be helpful or relevant, leading to confusion instead of clarity.","Angela Yu's web development course has excellent HTML/CSS sections but struggles with JavaScript, especially in explaining how to return values; examples are unhelpful."
"The best web development online bootcamp money can get, the instructor is great and friendly, the course is engaging overall I am so happy that I took this course. Thank you, Dr. Angela Yu and Greetings from Egypt, :).",Enables learners to become web developers through a supportive and engaging bootcamp offered by Dr. Angela Yu from Egypt; grateful for the experience and instructor's kindness.
"This is the worst course I have ever taken in my entire life. The videos are very old, there are no resources, some resources don't work anymore, and the websites it recommends no longer exist. As you watch videos, the instructor removes them randomly, and the videos are all messed up. This course is a total waste of time. There are so many better courses available for free.","The course is outdated, lacks resources, and suffers from broken videos with non-existent websites, making it an inefficient use of time compared to other free alternatives."
"I am absolutely thrilled with this course! The course covers a wide range of web development topics, providing a comprehensive and up-to-date curriculum and Dr Angelas Yus teaching style really encourages you to push forward. Will definitely come back and review.","The course is highly praised for its comprehensive coverage of web development topics, engaging teaching style, and the instructor's encouragement to keep pushing forward. The reviewer will likely return and provide further reviews."
